account_length,international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_minutes,total_calls,total_charge,area_code_area_code_408,area_code_area_code_415,area_code_area_code_510,state_MD,state_MN,state_NJ,state_TX,state_WV,state_other
72,0,0,0,12.7,4,3.43,2,0,604.3,306,53.63000000000001,0,1,0,0,0,0,0,0,1
117,0,1,21,11.9,7,3.21,1,0,551.5,307,54.5,1,0,0,0,1,0,0,0,0
87,0,0,0,6.6,4,1.78,1,0,578.1,298,56.94,1,0,0,0,0,0,0,0,1
190,0,0,0,9.3,4,2.51,2,0,627.5,319,59.51,1,0,0,0,0,0,0,0,1
120,0,0,0,16.9,6,4.56,0,0,677.1999999999999,360,63.089999999999996,0,1,0,0,0,0,0,0,1
115,0,1,29,11.5,2,3.11,1,0,614.0999999999999,277,63.07000000000001,0,0,1,0,0,0,0,0,1
61,0,0,0,9.0,6,2.43,1,0,672.3,289,65.49,0,1,0,0,1,0,0,0,0
143,0,1,33,7.7,6,2.08,1,0,537.8,355,49.33,0,0,1,0,0,0,0,0,1
110,0,0,0,8.0,11,2.16,1,0,481.6,292,51.47,0,0,1,0,0,0,0,0,1
104,0,0,0,12.1,4,3.27,1,0,552.0,299,46.769999999999996,0,1,0,0,0,0,0,0,1
16,0,0,0,10.7,8,2.89,1,0,531.0999999999999,249,52.230000000000004,0,0,1,0,0,0,0,0,1
183,0,0,0,13.5,2,3.65,0,0,468.5,312,41.97,0,0,1,0,0,0,0,0,1
58,0,0,0,9.3,2,2.51,2,1,656.3,313,72.57,0,1,0,0,0,0,0,0,1
102,1,0,0,12.0,8,3.24,3,0,615.3,237,65.44,0,0,1,0,0,0,0,0,1
64,0,1,43,8.5,6,2.3,1,0,420.6,299,39.489999999999995,0,1,0,0,0,0,0,0,1
103,0,0,0,7.8,3,2.11,2,0,647.6,211,62.06000000000001,0,0,1,0,0,0,0,0,1
152,0,0,0,10.4,7,2.81,1,1,594.1,223,72.58,0,1,0,0,1,0,0,0,0
124,0,0,0,12.8,4,3.46,1,1,660.6,315,75.93,0,1,0,0,0,0,0,1,0
131,0,0,0,15.5,3,4.19,1,1,562.0999999999999,333,48.91,0,1,0,0,0,0,0,0,1
57,0,1,33,11.1,11,3.0,2,0,651.2,274,62.75000000000001,0,1,0,0,0,0,0,0,1
157,0,0,0,8.5,5,2.3,2,0,594.2,262,58.4,0,0,1,0,1,0,0,0,0
194,0,0,0,11.8,4,3.19,0,0,587.5,378,57.36,0,0,1,0,0,0,0,0,1
66,0,0,0,7.8,2,2.11,1,0,573.0,312,51.940000000000005,0,1,0,0,0,0,0,0,1
155,0,0,0,8.6,4,2.32,0,0,558.9,312,46.22,0,0,1,0,0,0,0,0,1
116,0,0,0,7.5,4,2.03,2,0,618.5,300,59.099999999999994,0,0,1,0,0,0,0,0,1
64,0,0,0,11.4,5,3.08,3,0,607.7,309,62.900000000000006,0,0,1,0,0,0,0,0,1
96,0,0,0,9.8,1,2.65,3,0,580.9,327,53.63,0,0,1,0,0,1,0,0,0
53,0,0,0,11.4,2,3.08,1,0,564.8,286,54.169999999999995,0,1,0,0,1,0,0,0,0
105,0,0,0,8.9,7,2.4,3,0,632.2,355,64.00999999999999,0,0,1,0,0,0,0,0,1
53,0,1,37,12.0,9,3.24,2,0,598.7,310,55.64,0,0,1,0,0,0,0,0,1
101,0,0,0,13.9,4,3.75,1,0,557.0,283,53.05,0,1,0,0,0,0,0,0,1
129,0,1,30,9.3,7,2.51,3,0,629.3,305,58.95,0,0,1,0,0,0,0,0,1
122,0,0,0,8.8,5,2.38,1,1,739.3,377,72.87,1,0,0,0,0,0,0,0,1
163,0,0,0,12.8,3,3.46,5,0,585.3,262,58.84,0,1,0,0,0,0,0,0,1
93,0,0,0,14.3,9,3.86,0,0,531.5,312,50.63999999999999,1,0,0,0,0,0,0,0,1
115,1,0,0,11.8,8,3.19,1,1,766.2,294,85.78,0,0,1,0,0,0,0,0,1
25,0,0,0,8.4,4,2.27,1,1,712.1999999999999,226,76.4,1,0,0,0,0,0,0,0,1
73,0,0,0,5.8,5,1.57,1,0,484.5,334,42.59,1,0,0,0,0,0,0,0,1
120,0,0,0,14.0,2,3.78,2,0,679.0999999999999,277,63.52,0,1,0,0,0,0,0,0,1
196,0,0,0,10.3,8,2.78,1,0,561.2,296,50.15,0,1,0,0,0,0,0,0,1
97,0,0,0,8.8,4,2.38,0,1,738.4000000000001,320,72.55,0,0,1,0,0,0,0,0,1
148,0,0,0,11.2,4,3.02,1,0,693.5,324,64.23,1,0,0,0,0,0,0,0,1
85,0,1,30,11.5,5,3.11,1,0,579.0,312,57.58,1,0,0,0,0,0,0,0,1
86,1,0,0,11.4,2,3.08,2,1,458.29999999999995,351,47.61,0,0,1,0,0,0,0,0,1
147,0,1,38,14.1,8,3.81,2,0,800.1,326,77.38000000000001,0,1,0,0,0,0,0,0,1
91,0,0,0,9.9,3,2.67,3,0,518.3000000000001,296,56.559999999999995,0,1,0,0,0,0,0,0,1
81,0,1,46,6.7,2,1.81,4,0,661.7,325,61.65,1,0,0,0,0,0,0,0,1
116,0,1,24,10.7,6,2.89,1,0,729.3,266,68.01,0,1,0,0,0,0,0,0,1
69,0,1,37,5.9,4,1.59,1,0,441.09999999999997,320,44.92,0,1,0,0,0,0,0,0,1
135,0,0,0,11.8,3,3.19,0,0,516.9000000000001,279,50.71,0,0,1,0,0,0,0,0,1
73,0,0,0,8.4,8,2.27,2,0,683.8,283,67.93,0,0,1,0,0,0,0,0,1
125,1,0,0,12.2,2,3.29,0,1,676.1999999999999,304,78.55,0,1,0,0,0,0,0,0,1
165,0,1,33,16.0,3,4.32,0,0,592.5,366,49.13999999999999,0,1,0,0,0,0,0,0,1
64,0,0,0,10.7,2,2.89,2,0,533.7,290,53.050000000000004,0,1,0,0,0,0,0,0,1
116,1,1,27,6.9,5,1.86,1,0,680.9000000000001,318,61.00999999999999,0,0,1,1,0,0,0,0,0
84,0,1,35,7.5,16,2.03,4,0,573.0,361,59.77,0,1,0,0,0,0,0,0,1
134,0,0,0,10.9,7,2.94,2,0,581.9,305,63.72,0,1,0,0,0,0,0,0,1
105,0,0,0,11.6,2,3.13,0,1,613.0,290,63.24,0,1,0,0,0,0,0,0,1
88,0,0,0,12.0,5,3.24,2,0,581.1,332,52.11,1,0,0,0,0,0,0,0,1
90,0,1,27,12.6,6,3.4,2,0,516.4,280,52.28,1,0,0,0,0,0,1,0,0
86,0,0,0,12.5,1,3.38,1,0,693.9,277,61.91,1,0,0,0,0,0,0,0,1
37,0,0,0,6.8,3,1.84,4,0,543.5,334,60.260000000000005,0,1,0,0,0,0,0,0,1
148,0,0,0,9.8,3,2.65,2,0,641.2,334,58.54,1,0,0,0,0,0,0,0,1
63,0,0,0,10.6,3,2.86,0,0,643.0,297,60.7,0,1,0,0,0,0,0,0,1
102,0,0,0,12.6,7,3.4,2,0,549.7,283,47.41,0,1,0,0,0,0,0,0,1
76,0,0,0,10.0,4,2.7,1,0,593.9,288,57.739999999999995,0,0,1,0,0,0,0,0,1
104,0,0,0,6.0,6,1.62,2,0,555.5,244,54.77,1,0,0,0,0,0,0,0,1
109,0,0,0,5.9,9,1.59,3,0,650.9,271,60.15,0,0,1,0,0,0,0,0,1
105,0,0,0,11.4,9,3.08,2,0,628.5,315,54.419999999999995,0,0,1,0,0,0,0,0,1
63,0,1,33,12.2,4,3.29,1,0,760.8,255,69.75999999999999,0,1,0,0,0,0,0,0,1
105,0,1,24,10.8,3,2.92,3,0,767.8,326,76.63000000000001,0,1,0,0,0,0,0,0,1
68,1,1,39,11.3,5,3.05,1,0,685.6,301,58.269999999999996,0,1,0,0,0,0,0,0,1
63,1,1,21,10.0,4,2.7,1,0,509.70000000000005,302,47.79,1,0,0,0,0,0,0,0,1
74,0,0,0,10.6,7,2.86,3,0,418.1,320,39.74,0,1,0,0,0,0,0,0,1
101,0,0,0,11.5,6,3.11,5,0,572.4000000000001,359,62.300000000000004,0,1,0,0,0,0,0,0,1
116,0,0,0,13.4,4,3.62,0,1,777.1999999999999,309,81.2,1,0,0,0,0,0,0,0,1
131,0,1,23,12.7,1,3.43,1,0,702.0,338,62.41,0,1,0,0,0,0,0,0,1
84,0,0,0,9.8,3,2.65,1,0,631.4000000000001,325,63.33,0,1,0,0,1,0,0,0,0
104,0,0,0,4.9,4,1.32,2,0,518.4000000000001,256,49.28,0,1,0,0,0,0,0,0,1
108,0,0,0,9.2,5,2.48,3,0,703.0,275,67.52,0,0,1,0,0,0,0,0,1
111,0,0,0,9.7,9,2.62,0,0,606.0999999999999,331,56.33,0,1,0,0,0,0,0,0,1
155,0,1,30,12.4,5,3.35,1,0,542.6,309,42.32,1,0,0,0,0,0,0,0,1
66,0,0,0,6.8,3,1.84,1,0,666.0999999999999,280,63.81,0,0,1,0,0,0,0,0,1
64,0,0,0,10.0,5,2.7,1,0,547.6,257,58.71999999999999,0,0,1,0,0,0,0,0,1
116,0,0,0,8.9,5,2.4,3,0,644.7,249,69.35,0,1,0,0,0,0,0,0,1
101,0,0,0,13.5,7,3.65,0,0,551.0,308,64.35000000000001,0,1,0,0,0,0,0,0,1
15,0,0,0,16.1,5,4.35,2,0,572.2,249,49.53,0,1,0,0,0,0,0,0,1
88,0,0,0,13.4,2,3.62,4,1,692.1,326,79.14,0,1,0,0,0,1,0,0,0
197,0,0,0,9.5,3,2.57,0,0,635.7,316,66.6,0,1,0,0,0,0,0,0,1
50,1,0,0,13.7,6,3.7,2,1,569.5,272,50.42,0,1,0,0,0,0,0,0,1
172,0,0,0,12.7,7,3.43,2,0,747.9,289,62.2,0,0,1,0,0,0,0,0,1
188,1,1,26,14.4,3,3.89,1,1,563.9,300,56.88999999999999,0,1,0,0,0,0,0,0,1
85,1,0,0,10.1,3,2.73,3,0,550.0999999999999,322,48.459999999999994,1,0,0,0,0,0,0,0,1
103,1,0,0,12.1,2,3.27,1,1,705.7,350,69.38000000000001,0,0,1,0,0,0,0,0,1
136,0,1,27,10.0,4,2.7,3,0,554.4,341,57.260000000000005,1,0,0,0,0,1,0,0,0
155,0,1,21,8.6,4,2.32,0,0,498.0,286,55.449999999999996,1,0,0,0,0,0,0,0,1
145,0,0,0,1.1,2,0.3,2,0,519.5,304,46.97,0,1,0,0,0,0,0,1,0
116,0,1,12,9.0,6,2.43,2,0,551.0,306,58.47,0,0,1,0,0,0,0,0,1
152,0,0,0,9.5,5,2.57,2,0,554.3,277,49.99,1,0,0,0,0,0,0,0,1
65,1,0,0,9.2,10,2.48,0,1,690.5999999999999,306,72.04,0,1,0,0,0,0,0,0,1
67,0,0,0,12.8,6,3.46,0,0,514.9,382,45.510000000000005,0,1,0,0,0,0,0,0,1
60,0,0,0,5.7,9,1.54,0,0,622.9000000000001,336,58.949999999999996,0,1,0,0,0,0,0,0,1
138,0,0,0,12.1,8,3.27,0,0,672.0,253,66.25,0,0,1,0,0,0,0,0,1
44,0,0,0,7.3,3,1.97,4,1,658.1,299,74.22,0,1,0,0,0,0,0,0,1
25,0,0,0,14.4,6,3.89,2,0,671.3,268,68.9,0,0,1,0,0,0,0,0,1
145,0,0,0,3.3,3,0.89,1,0,618.5,294,62.06,1,0,0,0,0,0,0,0,1
122,0,1,28,7.7,3,2.08,2,0,570.0,234,55.74999999999999,0,0,1,0,0,0,0,0,1
121,0,0,0,13.3,9,3.59,0,1,554.2,289,51.07,0,1,0,0,0,0,0,0,1
55,1,0,0,12.9,3,3.48,0,0,326.0,269,32.879999999999995,0,0,1,0,0,0,0,0,1
77,0,0,0,13.2,4,3.56,1,0,598.0,281,61.28,0,1,0,0,0,0,0,0,1
12,0,0,0,9.8,7,2.65,2,0,599.2,283,61.03,0,1,0,0,0,0,0,0,1
92,0,1,44,10.0,1,2.7,2,0,589.3,289,56.52,0,1,0,0,0,0,0,0,1
125,1,1,29,17.0,6,4.59,1,1,696.2,310,70.48,0,1,0,0,1,0,0,0,0
79,0,0,0,15.2,8,4.1,0,0,568.9000000000001,309,54.53,0,1,0,0,0,0,0,0,1
36,0,0,0,7.0,7,1.89,3,0,691.5999999999999,311,68.39,0,1,0,0,0,0,0,0,1
102,0,0,0,9.7,4,2.62,2,0,611.4,346,57.81,0,1,0,0,0,0,0,0,1
138,1,0,0,11.6,4,3.13,1,0,636.3,292,69.16,1,0,0,0,0,0,0,0,1
164,0,0,0,7.3,3,1.97,3,0,574.5,289,59.86,0,0,1,0,0,0,0,0,1
125,0,0,0,10.1,3,2.73,0,1,697.1999999999999,241,72.24,0,1,0,0,1,0,0,0,0
72,0,0,0,9.8,7,2.65,2,0,497.90000000000003,304,50.88,1,0,0,0,0,0,0,0,1
145,0,0,0,12.4,4,3.35,1,0,676.7,277,63.41,0,1,0,0,0,0,0,0,1
136,0,0,0,11.6,5,3.13,0,0,451.9,309,42.32,0,0,1,0,0,0,0,0,1
209,0,0,0,8.5,5,2.3,3,1,703.7,303,72.78,0,0,1,0,0,0,0,0,1
66,1,0,0,8.3,3,2.24,3,0,646.7,279,62.11999999999999,0,1,0,0,0,0,0,0,1
152,0,1,20,7.9,5,2.13,1,0,481.9,335,52.37,0,0,1,0,0,0,0,0,1
162,0,0,0,12.1,13,3.27,1,0,396.1,354,29.73,1,0,0,0,0,0,0,0,1
72,0,0,0,11.2,3,3.02,2,0,503.70000000000005,326,45.730000000000004,0,0,1,0,0,0,0,0,1
101,0,0,0,9.7,7,2.62,4,0,645.4000000000001,288,70.2,0,1,0,0,0,0,0,0,1
125,0,0,0,13.2,3,3.56,0,0,540.0,315,57.98,0,1,0,0,0,0,0,1,0
193,0,1,31,11.7,3,3.16,0,0,351.4,271,29.7,0,1,0,0,0,0,0,0,1
63,0,0,0,14.7,4,3.97,0,1,708.9,298,74.43,0,0,1,0,0,0,0,1,0
124,0,0,0,10.0,3,2.7,1,0,635.1,358,62.95,0,0,1,0,0,0,0,0,1
144,0,0,0,11.6,2,3.13,0,0,617.4,296,54.669999999999995,0,1,0,0,0,0,0,0,1
116,0,1,24,6.0,3,1.62,2,0,554.3,317,56.04,1,0,0,0,0,0,0,0,1
189,0,1,30,15.4,6,4.16,1,0,520.8,274,50.65,0,1,0,1,0,0,0,0,0
97,0,1,28,6.1,8,1.65,1,0,781.3,269,77.97,1,0,0,0,0,0,0,0,1
137,0,1,50,12.1,4,3.27,2,0,580.1,300,56.540000000000006,0,0,1,0,0,0,0,1,0
142,0,1,38,4.3,6,1.16,0,0,548.4,345,50.53,0,1,0,0,0,0,0,0,1
84,0,0,0,13.8,2,3.73,1,0,600.0,334,59.74999999999999,0,0,1,0,0,0,0,0,1
119,0,1,19,10.0,6,2.7,1,0,617.2,333,58.550000000000004,0,1,0,0,0,0,0,0,1
158,0,0,0,10.3,3,2.78,1,0,587.2,280,54.47,0,1,0,0,0,0,0,0,1
101,0,1,24,13.0,9,3.51,2,0,451.90000000000003,271,41.059999999999995,0,1,0,0,0,0,0,0,1
182,0,0,0,9.5,11,2.57,2,1,677.1,336,72.58000000000001,0,1,0,0,0,1,0,0,0
51,0,0,0,12.0,3,3.24,0,0,505.8,267,49.51,1,0,0,0,0,0,0,1,0
117,0,0,0,9.9,1,2.67,2,0,501.09999999999997,345,54.870000000000005,0,0,1,0,0,0,0,0,1
92,1,0,0,11.7,3,3.16,0,0,579.7,337,63.77,0,1,0,0,0,0,0,0,1
86,0,0,0,6.2,3,1.67,2,0,599.7,317,56.910000000000004,1,0,0,0,0,0,0,0,1
122,0,0,0,8.7,4,2.35,2,0,555.1,318,48.85,0,1,0,0,0,0,0,0,1
127,0,0,0,13.9,6,3.75,0,1,705.5,311,71.08,0,0,1,0,0,1,0,0,0
158,0,0,0,0.0,0,0.0,2,0,664.3,287,61.709999999999994,1,0,0,0,0,0,0,0,1
145,1,1,30,11.1,3,3.0,1,0,562.2,308,53.339999999999996,0,0,1,0,0,0,0,0,1
127,0,1,27,9.2,5,2.48,3,0,499.3,371,32.95,0,0,1,0,0,0,0,0,1
109,0,0,0,9.9,2,2.67,1,0,638.8,364,60.22,0,1,0,0,0,0,0,0,1
88,0,0,0,7.5,3,2.03,1,0,476.4,277,50.24,0,1,0,0,0,0,0,0,1
171,0,0,0,10.3,1,2.78,0,0,620.6,291,58.6,0,0,1,0,0,0,0,0,1
21,0,0,0,12.4,2,3.35,1,0,654.4,367,66.0,0,1,0,0,0,0,0,0,1
145,0,1,31,10.7,1,2.89,2,0,675.8,326,66.41,1,0,0,0,0,0,0,1,0
90,0,0,0,8.0,7,2.16,2,0,708.4000000000001,304,67.36,0,1,0,0,0,0,0,0,1
33,0,0,0,7.1,7,1.92,1,0,457.29999999999995,319,48.34,1,0,0,0,0,0,0,0,1
61,0,1,40,10.2,2,2.75,2,1,459.70000000000005,293,41.03,1,0,0,0,0,0,0,0,1
107,0,0,0,13.4,1,3.62,3,0,521.9,320,55.55000000000001,0,1,0,0,0,0,0,0,1
147,0,0,0,6.2,1,1.67,0,1,789.4000000000001,257,79.04,1,0,0,1,0,0,0,0,0
186,0,0,0,8.7,6,2.35,1,0,471.9,300,45.97,0,0,1,0,0,0,0,0,1
128,0,0,0,7.9,4,2.13,0,0,640.8,274,62.07000000000001,0,1,0,0,0,0,0,0,1
55,0,1,39,8.1,1,2.19,3,0,564.1,322,49.93000000000001,1,0,0,0,0,0,0,0,1
134,0,0,0,12.9,2,3.48,2,0,365.70000000000005,266,24.29,0,1,0,0,0,0,0,0,1
96,0,1,23,11.3,7,3.05,1,0,680.7,285,59.419999999999995,0,1,0,0,0,0,0,0,1
123,0,0,0,12.5,1,3.38,2,0,343.8,294,39.11,0,1,0,0,0,0,0,0,1
35,0,0,0,5.8,7,1.57,2,0,747.9,243,67.38,0,1,0,0,0,0,0,0,1
74,0,0,0,12.0,3,3.24,0,0,655.0,373,61.27,1,0,0,0,0,0,0,0,1
130,0,0,0,12.6,9,3.4,1,0,425.2,357,40.29,1,0,0,0,0,0,0,0,1
137,1,0,0,14.2,4,3.83,0,1,677.4,268,67.21,1,0,0,0,0,0,0,0,1
80,0,0,0,9.5,4,2.57,3,0,384.9,268,30.32,1,0,0,0,0,0,0,0,1
116,0,1,19,8.2,2,2.21,3,0,533.8,338,50.9,1,0,0,0,0,0,0,0,1
123,0,1,23,14.9,3,4.02,2,0,749.7,301,74.97,0,0,1,0,0,0,0,0,1
146,1,0,0,10.5,6,2.84,1,0,640.2,303,55.24,0,1,0,0,0,0,0,0,1
121,0,1,44,12.0,2,3.24,1,0,512.9000000000001,303,43.589999999999996,1,0,0,0,0,0,0,0,1
137,0,0,0,9.1,2,2.46,1,0,541.7,252,49.14,0,0,1,0,0,0,0,0,1
67,0,1,31,13.2,6,3.56,1,0,594.2,240,56.6,0,0,1,0,0,0,0,0,1
161,0,0,0,5.9,2,1.59,4,1,505.4,299,49.19,1,0,0,0,0,0,0,0,1
134,0,1,34,6.1,5,1.65,2,1,659.0,314,69.57000000000001,0,0,1,0,0,1,0,0,0
120,0,1,24,9.0,13,2.43,1,0,628.8,280,66.14,0,1,0,0,0,0,0,0,1
130,0,1,30,7.4,7,2.0,0,0,592.3,361,59.76,1,0,0,0,0,0,0,0,1
68,0,0,0,10.3,3,2.78,1,0,568.7,325,53.91,0,1,0,0,0,0,0,0,1
77,0,0,0,11.3,4,3.05,3,0,680.2,274,62.32000000000001,1,0,0,0,0,0,0,0,1
109,0,0,0,9.0,3,2.43,2,0,656.5,243,64.14,0,1,0,0,0,0,0,0,1
108,0,0,0,11.6,3,3.13,3,0,609.1999999999999,300,59.379999999999995,0,1,0,0,0,0,0,0,1
79,0,1,17,9.1,2,2.46,1,0,623.5,321,58.79,0,1,0,0,0,0,0,0,1
119,0,0,0,10.9,3,2.94,3,1,713.5,259,71.74,1,0,0,1,0,0,0,0,0
38,0,0,0,9.2,3,2.48,5,1,525.4,315,54.080000000000005,0,0,1,0,1,0,0,0,0
109,0,1,29,9.0,6,2.43,6,1,599.4,316,51.41,0,1,0,0,0,0,0,0,1
78,0,0,0,10.8,6,2.92,1,0,503.8,279,42.230000000000004,0,1,0,0,0,0,0,0,1
134,0,0,0,7.2,2,1.94,0,0,691.0,343,71.49,0,1,0,0,1,0,0,0,0
47,0,1,27,7.7,4,2.08,2,0,576.7,302,51.67,0,1,0,0,0,0,0,0,1
59,0,1,27,9.1,3,2.46,0,0,394.9,282,37.83,1,0,0,0,0,0,0,0,1
151,0,0,0,5.5,3,1.49,0,0,712.1,291,68.11,0,1,0,0,0,0,0,0,1
129,0,0,0,11.1,4,3.0,1,0,487.4,371,39.02,0,1,0,0,0,0,0,0,1
76,0,0,0,9.3,2,2.51,1,0,497.1,293,42.14999999999999,0,0,1,0,0,0,0,0,1
24,0,0,0,16.2,2,4.37,0,0,536.9,397,58.239999999999995,0,1,0,0,0,0,0,0,1
169,0,0,0,10.0,4,2.7,2,0,505.09999999999997,259,49.800000000000004,1,0,0,0,0,0,0,0,1
30,0,0,0,10.2,8,2.75,1,0,480.5,265,35.54,1,0,0,0,1,0,0,0,0
70,0,0,0,9.4,3,2.54,3,0,562.7,305,57.42,0,1,0,0,0,0,0,1,0
52,1,0,0,11.0,2,2.97,0,1,640.0,251,68.09,0,0,1,0,0,0,0,0,1
3,0,0,0,6.1,3,1.65,4,0,675.9,294,57.82,1,0,0,0,0,0,0,0,1
38,0,0,0,14.4,2,3.89,2,0,529.4,317,46.83,0,1,0,0,0,0,0,0,1
104,0,0,0,10.6,8,2.86,3,0,573.9,274,64.12,0,1,0,0,0,0,0,0,1
27,0,0,0,9.1,4,2.46,1,0,510.8,326,41.47,1,0,0,0,0,0,0,0,1
166,1,1,28,11.4,5,3.08,1,0,557.9,274,57.230000000000004,0,1,0,0,0,0,0,0,1
13,0,0,0,13.6,8,3.67,2,0,690.9000000000001,291,67.09,1,0,0,0,0,0,0,0,1
52,0,0,0,11.8,4,3.19,2,0,503.6,296,55.88,1,0,0,0,0,0,0,0,1
114,0,1,25,11.6,5,3.13,1,0,596.1,297,54.55,0,1,0,0,0,0,0,0,1
156,0,0,0,3.5,3,0.95,1,0,519.3,304,48.31,1,0,0,0,0,0,0,0,1
62,0,0,0,10.8,5,2.92,2,0,473.9,323,49.17,0,1,0,0,0,0,0,1,0
82,0,1,33,11.0,6,2.97,2,0,641.4000000000001,293,55.510000000000005,0,1,0,0,0,0,0,0,1
52,0,0,0,12.3,4,3.32,3,0,530.3,270,45.73,0,0,1,0,0,0,0,0,1
146,0,0,0,10.7,6,2.89,1,0,547.6,249,47.64,0,0,1,0,0,0,0,0,1
120,0,1,23,7.2,5,1.94,2,0,727.1,315,70.64,0,1,0,0,0,0,0,0,1
130,0,0,0,18.3,6,4.94,1,1,645.5,315,69.47,0,1,0,0,0,0,0,0,1
90,0,0,0,11.4,9,3.08,1,0,398.79999999999995,265,33.379999999999995,1,0,0,0,0,0,0,0,1
147,1,0,0,10.1,4,2.73,1,0,459.5,310,50.25,1,0,0,0,0,0,0,0,1
159,0,0,0,10.3,3,2.78,0,1,451.30000000000007,253,46.98,0,1,0,0,0,0,0,0,1
74,0,1,27,13.2,2,3.56,4,0,626.0999999999999,358,55.25,0,0,1,0,0,0,0,0,1
130,0,0,0,5.7,5,1.54,0,0,631.4,270,66.72,1,0,0,0,0,0,1,0,0
155,1,0,0,11.2,3,3.02,0,0,551.1999999999999,313,56.86,1,0,0,0,0,0,0,0,1
87,0,0,0,16.6,4,4.48,2,0,518.8,265,55.62,0,1,0,0,0,0,0,0,1
81,0,0,0,13.1,5,3.54,0,1,748.7,208,83.73,0,1,0,0,0,0,0,0,1
99,0,0,0,14.3,9,3.86,2,0,487.3,338,46.58,0,0,1,0,0,0,0,0,1
131,0,0,0,10.2,11,2.75,2,0,591.0,336,58.1,0,0,1,0,0,0,0,0,1
89,0,0,0,10.3,4,2.78,5,1,558.1999999999999,239,49.83,0,0,1,0,0,0,0,0,1
123,1,0,0,6.3,6,1.7,4,1,506.3,331,43.64,0,1,0,0,0,0,0,0,1
130,0,1,26,12.6,4,3.4,1,0,685.5,348,71.97,0,0,1,0,0,0,0,0,1
99,0,0,0,10.5,6,2.84,1,0,440.4,255,41.239999999999995,0,1,0,0,0,0,0,0,1
36,0,0,0,9.9,3,2.67,1,0,635.7,359,59.18,1,0,0,0,0,0,0,1,0
87,0,0,0,7.5,5,2.03,3,0,554.0,305,47.4,0,1,0,0,0,0,0,1,0
139,0,0,0,11.6,9,3.13,2,0,563.9000000000001,369,65.56,0,1,0,0,0,0,0,1,0
96,0,1,33,10.4,15,2.81,3,0,562.1,286,56.260000000000005,0,1,0,0,0,0,0,0,1
112,0,0,0,10.3,5,2.78,2,0,495.0,298,43.489999999999995,1,0,0,0,0,0,0,0,1
75,0,0,0,14.3,3,3.86,1,0,654.4000000000001,285,64.02000000000001,1,0,0,0,0,0,0,0,1
178,0,1,35,10.5,3,2.84,2,0,504.09999999999997,247,52.21,0,1,0,0,0,0,0,0,1
112,0,0,0,14.2,2,3.83,2,1,786.8,291,77.24,0,1,0,0,0,0,0,0,1
108,0,1,41,10.8,7,2.92,0,0,491.1,291,48.99,0,1,0,0,0,1,0,0,0
100,0,0,0,14.0,8,3.78,0,0,454.70000000000005,306,39.33,0,0,1,0,0,0,0,0,1
121,0,1,20,9.4,2,2.54,0,0,665.5,337,65.03,0,0,1,0,0,0,0,0,1
116,0,0,0,10.0,6,2.7,1,0,469.6,283,36.92,0,1,0,0,0,0,0,0,1
161,0,0,0,11.5,4,3.11,1,0,528.6,243,54.01,0,1,0,0,0,0,0,0,1
104,0,0,0,10.1,4,2.73,1,0,660.8000000000001,314,64.47999999999999,0,1,0,0,0,0,0,1,0
119,1,1,32,12.2,4,3.29,0,0,613.5,285,57.61,0,1,0,0,0,0,0,0,1
125,0,0,0,8.0,2,2.16,0,0,567.6,294,59.39999999999999,0,1,0,1,0,0,0,0,0
109,0,0,0,10.0,5,2.7,2,0,536.1,330,49.92999999999999,0,1,0,0,0,0,0,0,1
95,0,0,0,8.2,3,2.21,2,0,508.20000000000005,304,47.730000000000004,0,0,1,0,0,0,0,0,1
90,0,0,0,4.6,4,1.24,1,0,542.8,315,47.28,1,0,0,0,1,0,0,0,0
105,0,1,21,8.7,3,2.35,2,0,611.7,248,53.79,0,1,0,0,0,0,0,0,1
95,0,0,0,8.1,2,2.19,1,0,610.9,332,56.56999999999999,0,1,0,0,1,0,0,0,0
160,0,0,0,5.6,2,1.51,1,0,652.7,311,64.77000000000001,1,0,0,0,0,0,0,0,1
141,0,1,28,7.4,3,2.0,1,0,708.6999999999999,354,80.3,0,0,1,0,0,0,0,0,1
87,0,0,0,11.5,3,3.11,0,0,311.4,377,23.97,0,1,0,0,0,0,0,1,0
81,0,0,0,11.8,6,3.19,2,0,649.5999999999999,258,60.33,0,1,0,0,0,0,0,0,1
75,0,1,19,13.1,3,3.54,4,0,667.8,279,66.00999999999999,0,1,0,0,0,0,0,0,1
126,0,1,24,12.1,6,3.27,0,0,523.3,288,43.129999999999995,1,0,0,0,0,0,0,0,1
28,0,0,0,9.7,3,2.62,3,0,684.0999999999999,304,67.07,0,1,0,0,0,0,0,0,1
153,0,0,0,12.5,2,3.38,0,0,592.7,347,61.709999999999994,0,1,0,0,0,0,0,0,1
17,1,0,0,13.6,3,3.67,0,1,725.0999999999999,303,62.17,0,1,0,0,0,0,0,0,1
121,0,0,0,9.1,9,2.46,2,0,493.9,292,43.379999999999995,0,1,0,0,0,0,1,0,0
125,0,0,0,11.3,2,3.05,2,0,614.5,289,62.81,1,0,0,0,0,0,0,0,1
124,0,0,0,9.2,2,2.48,2,0,424.40000000000003,298,42.800000000000004,0,1,0,0,0,0,0,0,1
35,0,0,0,6.9,5,1.86,2,0,518.8,243,48.379999999999995,1,0,0,0,0,1,0,0,0
