account_length,international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_minutes,total_calls,total_charge,area_code_area_code_408,area_code_area_code_415,area_code_area_code_510,state_MD,state_MN,state_NJ,state_TX,state_WV,state_other,avg_mt_minutes,avg_mt_calls,avg_mt_charge,avg_call_charge,avg_intl_call_charge,avg_call_minutes,avg_intl_call_minutes,both_plans
48,0,0,0,5.1,5,1.38,1,0,547.4,261,57.519999999999996,1,0,0,0,0,0,0,0,1,11.404166666666667,5.4375,1.1983333333333333,0.22038314176245208,0.27599999999999997,2.0973180076628353,1.02,0
76,0,0,0,8.0,4,2.16,0,0,628.3,296,60.01,0,0,1,0,0,0,0,0,1,8.267105263157895,3.8947368421052633,0.7896052631578947,0.20273648648648648,0.54,2.122635135135135,2.0,0
128,0,0,0,6.8,2,1.84,1,0,646.7,325,57.39,0,1,0,0,0,0,0,0,1,5.05234375,2.5390625,0.448359375,0.1765846153846154,0.92,1.989846153846154,3.4,0
73,0,0,0,10.0,8,2.7,0,0,607.4,283,57.730000000000004,0,1,0,0,0,0,0,0,1,8.32054794520548,3.8767123287671232,0.7908219178082192,0.20399293286219083,0.3375,2.1462897526501767,1.25,0
52,0,0,0,7.0,4,1.89,4,1,464.5,298,45.61,0,1,0,0,0,0,1,0,0,8.932692307692308,5.730769230769231,0.8771153846153846,0.1530536912751678,0.4725,1.558724832214765,1.75,0
126,1,1,26,9.6,7,2.59,1,0,460.3,339,43.93000000000001,0,1,0,0,0,0,0,0,1,3.653174603174603,2.6904761904761907,0.3486507936507937,0.12958702064896757,0.37,1.3578171091445428,1.3714285714285714,1
137,0,0,0,11.1,5,3.0,0,0,655.7,350,64.62,1,0,0,0,0,0,0,0,1,4.786131386861314,2.5547445255474455,0.47167883211678835,0.18462857142857145,0.6,1.8734285714285717,2.2199999999999998,0
71,0,0,0,11.8,10,3.19,0,1,709.6,310,72.82,0,0,1,0,0,0,0,0,1,9.9943661971831,4.366197183098592,1.0256338028169014,0.2349032258064516,0.319,2.289032258064516,1.1800000000000002,0
139,0,0,0,5.6,4,1.51,0,0,611.9,281,62.21000000000001,0,1,0,0,0,0,0,0,1,4.4021582733812945,2.0215827338129495,0.4475539568345324,0.2213879003558719,0.3775,2.1775800711743774,1.4,0
107,0,1,30,12.6,4,3.4,3,0,565.7,253,58.6,0,0,1,0,0,0,0,0,1,5.286915887850467,2.364485981308411,0.5476635514018692,0.2316205533596838,0.85,2.2359683794466405,3.15,0
147,0,0,0,10.2,2,2.75,1,0,573.0999999999999,283,60.56,1,0,0,0,0,0,0,0,1,3.8986394557823125,1.9251700680272108,0.4119727891156463,0.21399293286219082,1.375,2.0250883392226147,5.1,0
116,0,0,0,12.4,2,3.35,3,0,387.7,284,39.42,0,0,1,0,0,0,0,0,1,3.342241379310345,2.4482758620689653,0.33982758620689657,0.13880281690140844,1.675,1.3651408450704225,6.2,0
60,0,1,31,12.8,3,3.46,2,0,660.1,272,64.39,0,0,1,0,0,0,0,0,1,11.001666666666667,4.533333333333333,1.0731666666666666,0.23672794117647059,1.1533333333333333,2.4268382352941176,4.266666666666667,0
38,0,0,0,13.9,11,3.75,0,0,361.5,263,36.86,0,0,1,0,0,0,1,0,0,9.513157894736842,6.921052631578948,0.97,0.14015209125475284,0.3409090909090909,1.3745247148288973,1.2636363636363637,0
63,0,0,0,11.1,4,3.0,3,0,528.9,292,48.42999999999999,1,0,0,0,0,0,0,0,1,8.395238095238096,4.634920634920635,0.7687301587301586,0.16585616438356163,0.75,1.8113013698630136,2.775,0
131,0,0,0,10.1,5,2.73,0,0,454.9,354,42.55,0,1,0,0,0,0,0,0,1,3.4725190839694653,2.7022900763358777,0.3248091603053435,0.12019774011299435,0.546,1.2850282485875706,2.02,0
158,0,0,0,11.0,6,2.97,1,0,552.5,291,54.379999999999995,0,0,1,0,0,0,0,0,1,3.4968354430379747,1.8417721518987342,0.3441772151898734,0.18687285223367697,0.49500000000000005,1.8986254295532645,1.8333333333333333,0
139,0,0,0,11.1,2,3.0,1,1,618.8,334,64.21,0,0,1,0,0,0,0,0,1,4.451798561151079,2.402877697841727,0.4619424460431654,0.1922455089820359,1.5,1.852694610778443,5.55,0
77,0,0,0,2.0,7,0.54,1,0,588.6,335,55.06,0,1,0,0,0,0,0,0,1,7.644155844155844,4.35064935064935,0.7150649350649351,0.16435820895522388,0.07714285714285715,1.7570149253731344,0.2857142857142857,0
140,0,0,0,9.4,10,2.54,3,0,547.9,302,50.7,0,1,0,0,0,0,0,0,1,3.9135714285714283,2.157142857142857,0.36214285714285716,0.16788079470198677,0.254,1.8142384105960263,0.9400000000000001,0
52,0,1,20,13.5,2,3.65,1,0,590.3,293,50.59,0,0,1,0,0,0,0,0,1,11.351923076923075,5.634615384615385,0.9728846153846155,0.17266211604095563,1.825,2.0146757679180887,6.75,0
74,0,1,32,9.0,4,2.43,1,0,719.9000000000001,314,66.64,0,1,0,0,0,0,0,0,1,9.72837837837838,4.243243243243243,0.9005405405405406,0.21222929936305732,0.6075,2.292675159235669,2.25,0
124,0,0,0,12.5,4,3.38,2,0,542.9000000000001,275,53.449999999999996,0,1,0,0,0,0,0,0,1,4.3782258064516135,2.217741935483871,0.4310483870967742,0.19436363636363635,0.845,1.9741818181818185,3.125,0
113,0,1,20,8.7,2,2.35,5,1,590.8,239,52.78,1,0,0,0,0,0,0,0,1,5.228318584070796,2.1150442477876106,0.46707964601769913,0.22083682008368202,1.175,2.4719665271966527,4.35,0
71,0,0,0,7.0,2,1.89,2,0,461.69999999999993,294,44.38,1,0,0,0,0,0,0,0,1,6.502816901408449,4.140845070422535,0.6250704225352113,0.15095238095238095,0.945,1.570408163265306,3.5,0
49,1,0,0,15.6,6,4.21,2,1,614.5,297,65.74,0,1,0,0,0,0,0,0,1,12.540816326530612,6.061224489795919,1.3416326530612244,0.22134680134680132,0.7016666666666667,2.069023569023569,2.6,0
106,1,0,0,13.3,3,3.59,3,1,536.5,247,56.38,0,0,1,0,0,0,0,0,1,5.061320754716981,2.330188679245283,0.5318867924528302,0.2282591093117409,1.1966666666666665,2.172064777327935,4.433333333333334,0
60,0,0,0,7.4,3,2.0,1,0,602.4,244,61.89,0,0,1,0,0,0,0,0,1,10.04,4.066666666666666,1.0315,0.25364754098360653,0.6666666666666666,2.4688524590163934,2.466666666666667,0
66,0,0,0,5.3,5,1.43,1,0,580.5,354,50.8,0,0,1,0,0,0,0,0,1,8.795454545454545,5.363636363636363,0.7696969696969697,0.14350282485875707,0.286,1.6398305084745763,1.06,0
125,0,0,0,15.7,4,4.24,0,0,612.3,253,58.26,0,1,0,0,0,0,0,0,1,4.8984,2.024,0.46608,0.23027667984189723,1.06,2.4201581027667984,3.925,0
112,0,0,0,16.4,5,4.43,3,1,657.7,307,72.71,0,1,0,0,0,0,0,0,1,5.872321428571429,2.7410714285714284,0.6491964285714286,0.2368403908794788,0.8859999999999999,2.1423452768729643,3.28,0
101,0,1,16,8.2,5,2.21,2,0,527.3000000000001,320,47.720000000000006,1,0,0,0,0,0,0,0,1,5.220792079207921,3.1683168316831685,0.47247524752475256,0.149125,0.442,1.6478125000000001,1.64,0
70,0,0,0,12.1,1,3.27,0,0,300.9,272,19.98,0,1,0,0,0,0,0,0,1,4.298571428571428,3.8857142857142857,0.2854285714285714,0.07345588235294118,3.27,1.10625,12.1,0
59,0,0,0,10.2,4,2.75,0,0,465.29999999999995,325,47.57,1,0,0,0,0,0,0,0,1,7.8864406779661005,5.508474576271187,0.806271186440678,0.14636923076923078,0.6875,1.4316923076923076,2.55,0
59,0,0,0,12.1,2,3.27,1,0,548.4,296,50.870000000000005,1,0,0,0,0,0,0,0,1,9.294915254237289,5.016949152542373,0.8622033898305086,0.17185810810810812,1.635,1.8527027027027025,6.05,0
124,0,1,30,12.0,7,3.24,2,0,633.3,218,57.06,0,1,0,0,0,0,0,0,1,5.107258064516128,1.7580645161290323,0.4601612903225807,0.26174311926605504,0.4628571428571429,2.905045871559633,1.7142857142857142,0
81,0,0,0,7.6,3,2.05,2,0,553.2,264,58.44,0,0,1,0,0,0,0,0,1,6.82962962962963,3.259259259259259,0.7214814814814815,0.22136363636363635,0.6833333333333332,2.0954545454545457,2.533333333333333,0
86,0,0,0,4.5,3,1.22,0,0,696.6,283,69.04,0,0,1,0,0,0,0,0,1,8.1,3.2906976744186047,0.8027906976744187,0.24395759717314489,0.4066666666666667,2.4614840989399296,1.5,0
84,0,0,0,10.6,7,2.86,0,0,425.3,260,46.64,0,0,1,1,0,0,0,0,0,5.063095238095238,3.0952380952380953,0.5552380952380952,0.1793846153846154,0.40857142857142853,1.6357692307692309,1.5142857142857142,0
118,0,1,35,11.7,1,3.16,1,0,729.9000000000001,340,75.21000000000001,0,0,1,0,0,0,0,0,1,6.185593220338983,2.8813559322033897,0.6373728813559323,0.2212058823529412,3.16,2.146764705882353,11.7,0
89,0,0,0,7.6,3,2.05,1,0,664.8,340,64.37,0,1,0,0,0,0,0,0,1,7.469662921348314,3.8202247191011236,0.7232584269662922,0.18932352941176472,0.6833333333333332,1.9552941176470586,2.533333333333333,0
93,0,0,0,13.1,6,3.54,3,0,561.9000000000001,267,63.74,0,1,0,0,0,0,0,0,1,6.041935483870969,2.870967741935484,0.6853763440860215,0.23872659176029964,0.59,2.104494382022472,2.183333333333333,0
85,0,0,0,9.7,3,2.62,2,0,462.2,280,40.64,0,1,0,0,0,0,0,0,1,5.437647058823529,3.2941176470588234,0.47811764705882354,0.14514285714285716,0.8733333333333334,1.6507142857142856,3.233333333333333,0
160,0,0,0,10.9,9,2.94,0,0,436.3,265,37.75,1,0,0,0,0,0,0,0,1,2.726875,1.65625,0.2359375,0.14245283018867924,0.32666666666666666,1.6464150943396227,1.2111111111111112,0
28,0,0,0,10.1,3,2.73,3,0,522.3,291,50.989999999999995,0,1,0,0,0,0,0,0,1,18.65357142857143,10.392857142857142,1.8210714285714285,0.17522336769759447,0.91,1.794845360824742,3.3666666666666667,0
73,0,0,0,10.7,14,2.89,1,1,678.8,328,73.47999999999999,1,0,0,0,0,0,1,0,0,9.2986301369863,4.493150684931507,1.0065753424657533,0.22402439024390242,0.20642857142857143,2.069512195121951,0.7642857142857142,0
156,0,0,0,12.9,5,3.48,3,0,619.0999999999999,328,57.10999999999999,1,0,0,0,0,0,0,0,1,3.968589743589743,2.1025641025641026,0.36608974358974355,0.17411585365853657,0.696,1.8874999999999997,2.58,0
33,1,0,0,13.0,6,3.51,1,0,542.1999999999999,340,54.69,0,1,0,0,0,0,0,0,1,16.43030303030303,10.303030303030303,1.6572727272727272,0.1608529411764706,0.585,1.594705882352941,2.1666666666666665,0
119,0,0,0,11.1,7,3.0,1,0,534.9,276,48.93,0,1,0,0,0,0,0,0,1,4.494957983193277,2.319327731092437,0.4111764705882353,0.17728260869565218,0.42857142857142855,1.9380434782608695,1.5857142857142856,0
91,0,1,27,6.6,2,1.78,3,0,551.1,271,55.81,0,0,1,0,0,0,0,0,1,6.056043956043957,2.978021978021978,0.6132967032967033,0.20594095940959412,0.89,2.033579335793358,3.3,0
102,0,0,0,6.2,6,1.67,3,0,663.9,298,69.47,0,0,1,0,0,0,0,0,1,6.508823529411765,2.9215686274509802,0.681078431372549,0.23312080536912752,0.2783333333333333,2.2278523489932884,1.0333333333333334,0
86,0,1,33,11.9,4,3.21,3,0,558.2,304,65.16,0,1,0,0,0,0,0,0,1,6.490697674418605,3.5348837209302326,0.7576744186046511,0.2143421052631579,0.8025,1.836184210526316,2.975,0
82,0,0,0,8.3,4,2.24,0,0,494.0,303,45.89,0,1,0,0,0,0,1,0,0,6.024390243902439,3.6951219512195124,0.5596341463414635,0.15145214521452147,0.56,1.6303630363036303,2.075,0
89,0,0,0,12.7,7,3.43,0,0,466.4,360,41.81,1,0,0,0,0,0,0,0,1,5.240449438202247,4.044943820224719,0.46977528089887644,0.11613888888888889,0.49000000000000005,1.2955555555555556,1.8142857142857143,0
134,0,0,0,6.1,2,1.65,1,0,468.0,308,48.980000000000004,1,0,0,0,0,0,0,0,1,3.4925373134328357,2.298507462686567,0.3655223880597015,0.15902597402597404,0.825,1.5194805194805194,3.05,0
92,0,0,0,10.8,2,2.92,2,0,549.7,270,56.89999999999999,0,1,0,0,0,0,0,0,1,5.9750000000000005,2.9347826086956523,0.6184782608695651,0.2107407407407407,1.46,2.035925925925926,5.4,0
87,0,0,0,13.7,3,3.7,3,0,539.9,280,54.24,0,0,1,0,0,0,0,0,1,6.205747126436782,3.218390804597701,0.623448275862069,0.19371428571428573,1.2333333333333334,1.9282142857142857,4.566666666666666,0
64,0,0,0,13.8,4,3.73,0,0,555.2,286,63.64,1,0,0,0,0,0,0,0,1,8.675,4.46875,0.994375,0.22251748251748252,0.9325,1.9412587412587414,3.45,0
80,0,0,0,9.2,5,2.48,3,0,640.0,297,64.51,0,0,1,0,0,0,0,0,1,8.0,3.7125,0.8063750000000001,0.21720538720538723,0.496,2.154882154882155,1.8399999999999999,0
153,0,1,22,7.5,11,2.03,1,0,618.4,312,58.67,0,1,0,0,0,0,0,0,1,4.041830065359477,2.0392156862745097,0.38346405228758174,0.1880448717948718,0.18454545454545454,1.982051282051282,0.6818181818181818,0
104,0,1,26,11.1,4,3.0,1,0,566.5999999999999,313,56.269999999999996,0,1,0,0,0,0,0,0,1,5.448076923076922,3.0096153846153846,0.5410576923076923,0.17977635782747603,0.75,1.8102236421725237,2.775,0
87,0,0,0,13.4,3,3.62,1,0,494.2,303,51.870000000000005,0,1,0,0,0,0,0,0,1,5.680459770114942,3.4827586206896552,0.5962068965517242,0.1711881188118812,1.2066666666666668,1.631023102310231,4.466666666666667,0
159,0,1,23,12.6,3,3.4,2,0,531.8,272,51.809999999999995,0,1,0,0,0,0,0,0,1,3.3446540880503144,1.7106918238993711,0.32584905660377356,0.19047794117647057,1.1333333333333333,1.9551470588235293,4.2,0
119,0,0,0,13.4,3,3.62,2,0,529.0,361,50.870000000000005,0,0,1,0,0,0,0,0,1,4.445378151260504,3.033613445378151,0.4274789915966387,0.14091412742382273,1.2066666666666668,1.4653739612188366,4.466666666666667,0
69,0,0,0,14.1,6,3.81,1,0,603.8,328,54.14,0,1,0,0,0,0,0,0,1,8.75072463768116,4.753623188405797,0.7846376811594203,0.1650609756097561,0.635,1.8408536585365853,2.35,0
87,1,1,36,10.8,3,2.92,1,0,584.6,337,55.13,1,0,0,0,0,0,0,0,1,6.719540229885058,3.8735632183908044,0.6336781609195402,0.1635905044510386,0.9733333333333333,1.7347181008902077,3.6,1
93,0,0,0,8.7,3,2.35,1,1,783.3,309,82.33,0,0,1,0,0,0,0,0,1,8.42258064516129,3.3225806451612905,0.8852688172043011,0.2664401294498382,0.7833333333333333,2.5349514563106794,2.9,0
154,1,0,0,14.4,10,3.89,0,1,535.0,316,50.64,0,1,0,0,0,0,0,0,1,3.4740259740259742,2.051948051948052,0.3288311688311688,0.16025316455696204,0.389,1.6930379746835442,1.44,0
57,0,1,37,11.8,1,3.19,1,0,635.5,308,64.95,0,1,0,0,0,0,0,0,1,11.149122807017545,5.4035087719298245,1.1394736842105264,0.21087662337662338,3.19,2.063311688311688,11.8,0
151,0,0,0,13.2,10,3.56,2,0,592.0,254,52.64,0,1,0,0,0,1,0,0,0,3.9205298013245033,1.6821192052980132,0.34860927152317883,0.20724409448818898,0.356,2.3307086614173227,1.3199999999999998,0
162,0,0,0,10.4,4,2.81,2,1,747.3,223,71.99,1,0,0,0,0,1,0,0,0,4.612962962962962,1.376543209876543,0.4443827160493827,0.32282511210762327,0.7025,3.351121076233184,2.6,0
60,0,0,0,14.6,2,3.94,1,0,682.6,337,57.2,0,1,0,0,0,0,0,0,1,11.376666666666667,5.616666666666666,0.9533333333333334,0.16973293768545994,1.97,2.025519287833828,7.3,0
81,0,0,0,8.7,3,2.35,3,0,706.0,229,68.8,0,0,1,0,0,0,0,0,1,8.716049382716049,2.8271604938271606,0.8493827160493826,0.3004366812227074,0.7833333333333333,3.0829694323144103,2.9,0
132,0,0,0,8.0,6,2.16,3,0,553.9,328,62.15,0,1,0,0,0,0,0,0,1,4.196212121212121,2.484848484848485,0.4708333333333333,0.18948170731707317,0.36000000000000004,1.688719512195122,1.3333333333333333,0
86,0,0,0,6.7,8,1.81,1,0,482.6,325,41.81,1,0,0,0,0,0,0,0,1,5.611627906976745,3.7790697674418605,0.48616279069767443,0.12864615384615385,0.22625,1.484923076923077,0.8375,0
136,0,0,0,10.1,8,2.73,1,1,756.1,313,76.91,1,0,0,0,0,0,1,0,0,5.559558823529412,2.301470588235294,0.5655147058823529,0.24571884984025558,0.34125,2.4156549520766775,1.2625,0
121,0,1,21,10.6,2,2.86,1,0,528.4,315,47.95,0,1,0,0,0,0,0,0,1,4.36694214876033,2.603305785123967,0.3962809917355372,0.15222222222222223,1.43,1.6774603174603173,5.3,0
105,0,1,15,9.7,1,2.62,2,0,533.9,352,42.08,0,0,1,0,0,0,0,0,1,5.084761904761905,3.3523809523809525,0.40076190476190476,0.11954545454545454,2.62,1.5167613636363635,9.7,0
51,0,1,26,11.2,8,3.02,1,0,681.3,249,70.8,0,1,0,0,0,0,0,0,1,13.358823529411763,4.882352941176471,1.388235294117647,0.28433734939759037,0.3775,2.7361445783132528,1.4,0
64,0,0,0,6.4,5,1.73,3,0,479.79999999999995,309,44.82,1,0,0,0,0,0,0,0,1,7.496874999999999,4.828125,0.7003125,0.14504854368932038,0.346,1.5527508090614885,1.28,0
80,1,1,30,10.0,10,2.7,0,0,564.5,355,55.129999999999995,0,0,1,0,0,0,0,0,1,7.05625,4.4375,0.689125,0.15529577464788732,0.27,1.5901408450704226,1.0,1
56,0,0,0,13.6,4,3.67,4,0,601.5,316,65.99,0,1,0,0,0,0,0,0,1,10.741071428571429,5.642857142857143,1.178392857142857,0.20882911392405062,0.9175,1.9034810126582278,3.4,0
120,0,0,0,11.1,5,3.0,1,0,591.6999999999999,305,53.019999999999996,0,1,0,0,0,0,0,0,1,4.930833333333333,2.5416666666666665,0.4418333333333333,0.1738360655737705,0.6,1.9399999999999997,2.2199999999999998,0
103,0,0,0,12.2,4,3.29,3,0,607.3,333,60.36,0,0,1,0,0,0,0,0,1,5.896116504854368,3.233009708737864,0.5860194174757282,0.18126126126126127,0.8225,1.8237237237237236,3.05,0
164,0,1,27,9.6,9,2.59,3,0,572.6,342,52.480000000000004,0,0,1,0,0,0,0,0,1,3.4914634146341466,2.0853658536585367,0.32,0.15345029239766084,0.28777777777777774,1.6742690058479532,1.0666666666666667,0
116,0,1,27,7.0,2,1.89,2,0,627.0,276,62.17999999999999,0,1,0,0,0,0,0,0,1,5.405172413793103,2.3793103448275863,0.5360344827586206,0.22528985507246374,0.945,2.2717391304347827,3.5,0
121,0,0,0,7.5,4,2.03,1,0,578.3,297,57.5,1,0,0,0,0,0,0,0,1,4.779338842975206,2.4545454545454546,0.47520661157024796,0.1936026936026936,0.5075,1.947138047138047,1.875,0
55,1,0,0,8.2,6,2.21,1,0,660.3,310,70.28,0,1,0,0,0,0,0,0,1,12.005454545454544,5.636363636363637,1.2778181818181817,0.22670967741935485,0.36833333333333335,2.13,1.3666666666666665,0
183,0,0,0,9.7,6,2.62,2,0,544.8,316,47.650000000000006,0,1,0,0,0,0,0,0,1,2.9770491803278687,1.726775956284153,0.26038251366120224,0.15079113924050636,0.4366666666666667,1.7240506329113923,1.6166666666666665,0
90,0,0,0,7.1,2,1.92,1,0,474.1,325,47.41,1,0,0,0,0,0,0,0,1,5.267777777777778,3.611111111111111,0.5267777777777778,0.14587692307692307,0.96,1.4587692307692308,3.55,0
101,0,0,0,13.3,7,3.59,3,0,554.0,318,50.79,0,1,0,0,0,0,0,0,1,5.485148514851486,3.1485148514851486,0.5028712871287129,0.15971698113207547,0.5128571428571428,1.7421383647798743,1.9000000000000001,0
9,0,1,16,11.5,3,3.11,2,0,496.0,291,40.54,0,1,0,0,0,0,0,0,1,55.111111111111114,32.333333333333336,4.504444444444444,0.1393127147766323,1.0366666666666666,1.70446735395189,3.8333333333333335,0
97,0,0,0,12.1,9,3.27,0,0,737.5,254,69.79,0,1,0,0,0,0,0,0,1,7.603092783505154,2.618556701030928,0.7194845360824743,0.2747637795275591,0.36333333333333334,2.9035433070866143,1.3444444444444443,0
94,0,0,0,8.9,2,2.4,3,1,720.6,309,73.82,1,0,0,0,0,0,0,0,1,7.665957446808511,3.2872340425531914,0.7853191489361702,0.23889967637540452,1.2,2.3320388349514563,4.45,0
127,0,1,25,7.3,5,1.97,0,0,696.0,271,67.47999999999999,0,0,1,0,0,0,0,0,1,5.480314960629921,2.1338582677165356,0.5313385826771653,0.24900369003690034,0.394,2.5682656826568264,1.46,0
125,0,1,34,10.3,3,2.78,0,0,608.1999999999999,322,69.81000000000002,0,0,1,0,0,0,0,0,1,4.8656,2.576,0.5584800000000001,0.2168012422360249,0.9266666666666666,1.8888198757763972,3.4333333333333336,0
90,0,0,0,10.1,5,2.73,2,0,495.20000000000005,385,41.69,0,1,0,1,0,0,0,0,0,5.502222222222223,4.277777777777778,0.4632222222222222,0.10828571428571428,0.546,1.2862337662337664,2.02,0
67,0,0,0,9.2,3,2.48,2,0,580.2,256,51.830000000000005,0,1,0,0,0,0,0,0,1,8.659701492537314,3.8208955223880596,0.7735820895522388,0.20246093750000002,0.8266666666666667,2.26640625,3.0666666666666664,0
113,0,0,0,12.2,6,3.29,1,0,571.5,243,58.459999999999994,0,1,0,0,0,1,0,0,0,5.057522123893805,2.150442477876106,0.5173451327433628,0.24057613168724276,0.5483333333333333,2.3518518518518516,2.033333333333333,0
121,0,1,26,15.1,5,4.08,0,0,644.5,303,60.48,0,0,1,0,0,0,0,0,1,5.3264462809917354,2.5041322314049586,0.49983471074380165,0.1996039603960396,0.8160000000000001,2.127062706270627,3.02,0
93,0,0,0,9.9,3,2.67,4,0,545.3,273,54.349999999999994,1,0,0,0,0,0,0,0,1,5.863440860215054,2.935483870967742,0.5844086021505376,0.19908424908424907,0.89,1.9974358974358972,3.3000000000000003,0
121,0,0,0,12.3,4,3.32,1,0,432.5,274,47.28,1,0,0,0,0,0,0,0,1,3.574380165289256,2.2644628099173554,0.3907438016528926,0.17255474452554745,0.83,1.5784671532846715,3.075,0
53,0,0,0,9.8,2,2.65,0,1,688.0,336,73.64,1,0,0,0,0,0,0,0,1,12.981132075471699,6.339622641509434,1.389433962264151,0.21916666666666668,1.325,2.0476190476190474,4.9,0
75,0,0,0,13.1,5,3.54,1,0,531.3,279,54.86,0,1,0,0,0,0,0,0,1,7.084,3.72,0.7314666666666667,0.19663082437275986,0.708,1.904301075268817,2.62,0
132,0,0,0,4.2,9,1.13,2,0,742.2,311,68.61,0,0,1,0,0,0,0,0,1,5.622727272727273,2.356060606060606,0.5197727272727273,0.22061093247588423,0.12555555555555553,2.3864951768488747,0.4666666666666667,0
162,0,0,0,6.5,6,1.76,3,0,445.4,341,46.769999999999996,1,0,0,0,0,0,0,0,1,2.7493827160493827,2.1049382716049383,0.2887037037037037,0.13715542521994134,0.29333333333333333,1.306158357771261,1.0833333333333333,0
140,0,0,0,11.3,4,3.05,1,0,634.5,338,58.24,0,1,0,0,0,0,0,0,1,4.5321428571428575,2.414285714285714,0.41600000000000004,0.1723076923076923,0.7625,1.8772189349112427,2.825,0
91,0,0,0,6.6,5,1.78,2,0,625.5,335,56.8,1,0,0,0,0,0,0,0,1,6.873626373626373,3.681318681318681,0.6241758241758242,0.16955223880597015,0.356,1.8671641791044775,1.3199999999999998,0
73,0,1,28,8.8,1,2.38,2,0,536.4,369,54.47,0,0,1,0,0,0,0,0,1,7.347945205479451,5.054794520547945,0.7461643835616438,0.1476151761517615,2.38,1.4536585365853658,8.8,0
95,1,0,0,10.1,2,2.73,4,1,692.6,325,70.0,1,0,0,0,0,0,0,0,1,7.2905263157894735,3.4210526315789473,0.7368421052631579,0.2153846153846154,1.365,2.131076923076923,5.05,0
145,0,0,0,13.1,3,3.54,0,0,655.1,360,65.12,1,0,0,0,1,0,0,0,0,4.517931034482759,2.4827586206896552,0.4491034482758621,0.1808888888888889,1.18,1.8197222222222222,4.366666666666666,0
100,0,0,0,4.3,4,1.16,1,0,396.99999999999994,270,41.309999999999995,0,1,0,0,0,0,0,0,1,3.9699999999999993,2.7,0.41309999999999997,0.15299999999999997,0.29,1.47037037037037,1.075,0
122,0,0,0,13.1,9,3.54,2,0,671.6999999999999,311,67.5,0,1,0,0,1,0,0,0,0,5.505737704918032,2.5491803278688523,0.5532786885245902,0.2170418006430868,0.3933333333333333,2.1598070739549837,1.4555555555555555,0
109,0,0,0,11.9,5,3.21,0,0,737.0,260,70.22,0,1,0,0,0,0,0,0,1,6.761467889908257,2.385321100917431,0.6442201834862386,0.27007692307692305,0.642,2.8346153846153848,2.38,0
82,0,0,0,10.1,7,2.73,1,0,536.0,316,47.14,1,0,0,0,0,0,0,0,1,6.536585365853658,3.8536585365853657,0.5748780487804878,0.14917721518987342,0.39,1.6962025316455696,1.4428571428571428,0
65,0,1,23,9.8,4,2.65,0,0,636.5999999999999,281,64.26,0,1,0,0,0,0,0,0,1,9.793846153846152,4.323076923076923,0.9886153846153847,0.22868327402135233,0.6625,2.265480427046263,2.45,0
52,0,0,0,8.3,6,2.24,3,0,485.5,266,47.65,0,0,1,0,0,0,0,0,1,9.336538461538462,5.115384615384615,0.9163461538461538,0.17913533834586465,0.37333333333333335,1.8251879699248121,1.3833333333333335,0
136,0,1,24,8.8,5,2.38,2,0,565.6,281,54.339999999999996,0,1,0,0,0,0,0,0,1,4.158823529411765,2.0661764705882355,0.39955882352941174,0.19338078291814945,0.476,2.012811387900356,1.7600000000000002,0
75,0,0,0,11.1,7,3.0,1,0,507.29999999999995,299,46.269999999999996,0,1,0,0,0,0,0,0,1,6.763999999999999,3.986666666666667,0.6169333333333333,0.15474916387959864,0.42857142857142855,1.6966555183946488,1.5857142857142856,0
146,0,0,0,12.6,2,3.4,1,0,603.1,247,51.39,1,0,0,0,0,0,0,0,1,4.13082191780822,1.6917808219178083,0.35198630136986303,0.2080566801619433,1.7,2.4417004048582998,6.3,0
105,0,0,0,11.1,8,3.0,4,0,589.5,308,55.31,1,0,0,0,0,0,0,0,1,5.614285714285714,2.933333333333333,0.5267619047619048,0.1795779220779221,0.375,1.9139610389610389,1.3875,0
48,0,0,0,16.4,3,4.43,2,0,558.0,281,59.05000000000001,0,1,0,0,0,0,0,0,1,11.625,5.854166666666667,1.2302083333333336,0.21014234875444843,1.4766666666666666,1.9857651245551602,5.466666666666666,0
45,0,0,0,11.1,7,3.0,1,0,685.2,293,61.379999999999995,0,1,0,0,0,0,0,0,1,15.226666666666668,6.511111111111111,1.3639999999999999,0.20948805460750852,0.42857142857142855,2.338566552901024,1.5857142857142856,0
33,0,0,0,7.5,2,2.03,2,0,563.8,243,57.470000000000006,0,0,1,0,0,0,0,0,1,17.084848484848482,7.363636363636363,1.7415151515151517,0.23650205761316875,1.015,2.320164609053498,3.75,0
68,0,0,0,10.8,4,2.92,2,0,566.4,342,58.58,1,0,0,0,0,0,0,0,1,8.329411764705881,5.029411764705882,0.8614705882352941,0.17128654970760235,0.73,1.656140350877193,2.7,0
106,0,0,0,12.9,3,3.48,0,0,608.1999999999999,255,61.099999999999994,1,0,0,0,0,0,0,0,1,5.7377358490566035,2.4056603773584904,0.5764150943396226,0.2396078431372549,1.16,2.385098039215686,4.3,0
94,0,1,28,16.1,4,4.35,0,0,464.5,261,54.580000000000005,0,0,1,0,0,0,0,0,1,4.941489361702128,2.776595744680851,0.5806382978723404,0.20911877394636016,1.0875,1.7796934865900382,4.025,0
